tipo_documento,archivo_actual,nombre_recomendado,accion,nota,lookup_inventario_sugerido,ejemplo_erp_encontrado,ref_erp_ejemplo,familia_canonica,marca,estado_validacion,match_source,match_score,match_query_usada,nombre_recomendado_auto,accion_auto,estado_validacion_auto,nota_auto
ficha_tecnica,ESTUCO PROFESIONAL 2 EN 1.pdf,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS",estuco profesional 2 en 1,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,ESTUCO PROFESIONAL 2 EN 1,,validado_con_revision,db:vw_inventario_agente,85.5,ESTUCO PROFESIONAL 2 EN 1,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS"
ficha_tecnica,BARNIZ CLEAR MATE 9450.pdf,F BARNIZ K1 AUT GL END E40 THII.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> F BARNIZ K1 AUT GL END E40 THII",barniz clear mate 9450,F BARNIZ K1 AUT  GL-END E40 1/4 GL THII,F51019803,BARNIZ CLEAR MATE 9450,,validado_con_revision,db:vw_inventario_agente,85.5,BARNIZ CLEAR MATE 9450,F BARNIZ K1 AUT GL END E40 THII.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> F BARNIZ K1 AUT GL END E40 THII"
ficha_tecnica,DESMOLDANTE GLASS 3x1.pdf,DESMOLDANTE GLASST 3X1 310126 CANEC.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 95.2) -> DESMOLDANTE GLASST 3X1 310126 CANEC",desmoldante glass 3x1,DESMOLDANTE GLASST 3X1 310126 CANEC 17KG,20012858,DESMOLDANTE GLASS 3X1,,validado_automatico,backend_lookup,95.24,DESMOLDANTE GLASS 3X1,DESMOLDANTE GLASST 3X1 310126 CANEC.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 95.2) -> DESMOLDANTE GLASST 3X1 310126 CANEC"
ficha_tecnica,DESMOLDANTE GLASS SUPREME.pdf,DESMOLDANTE GLASST SUPREME CANECA.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 96.0) -> DESMOLDANTE GLASST SUPREME CANECA",desmoldante glass supreme,DESMOLDANTE GLASST SUPREME CANECA 20 KG,20012860,DESMOLDANTE GLASS SUPREME,,validado_automatico,backend_lookup,96.0,DESMOLDANTE GLASS SUPREME,DESMOLDANTE GLASST SUPREME CANECA.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 96.0) -> DESMOLDANTE GLASST SUPREME CANECA"
ficha_tecnica,EPOXICA BASE AGUA.pdf,GRANIACRYL PREM BASE NEUTRA PREMP.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> GRANIACRYL PREM BASE NEUTRA PREMP",epoxica base agua,GRANIACRYL PREM BASE NEUTRA PREMP 5G,10396312,EPOXICA BASE AGUA,,validado_con_revision,db:vw_inventario_agente,85.5,EPOXICA BASE AGUA,GRANIACRYL PREM BASE NEUTRA PREMP.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> GRANIACRYL PREM BASE NEUTRA PREMP"
ficha_tecnica,AEROCOLOR ELECTROGASODOMESTICOS.pdf,AEROCOLOR ELECTROGASODOMESTICOS.pdf,revisar,"Cruce automático desde inventario (backend_lookup, score 78.6) -> AEROCOLOR ELECTROGASOD BRILLANTE BEIGE",aerocolor electrogasodomesticos,PQ AEROCOLOR ELECTROGASOD BR BEIGE 0.3L,5893702,AEROCOLOR ELECTROGASODOMESTICOS,AEROCOLOR,revisar_manual,backend_lookup,78.57,AEROCOLOR ELECTROGASODOMESTICOS,AEROCOLOR ELECTROGASOD BRILLANTE BEIGE.pdf,revisar,revisar_manual,"Cruce automático desde inventario (backend_lookup, score 78.6) -> AEROCOLOR ELECTROGASOD BRILLANTE BEIGE"
ficha_tecnica,ESMALTE POLIURETANO MADERA.pdf,ESMALTE POLIURETANO AZUL INTENSO 11334 G.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 89.4) -> ESMALTE POLIURETANO AZUL INTENSO 11334 G",esmalte poliuretano madera,ESMALTE POLIURETANO AZUL INTENSO 11334 G,10012866,ESMALTE POLIURETANO MADERA,,validado_con_revision,backend_lookup,89.36,ESMALTE POLIURETANO MADERA,ESMALTE POLIURETANO AZUL INTENSO 11334 G.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (backend_lookup, score 89.4) -> ESMALTE POLIURETANO AZUL INTENSO 11334 G"
ficha_tecnica,BARNIZ SD1.pdf,K BARNEX EXTRA INCOLOR GTS BARNIZ SD1.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> K BARNEX EXTRA INCOLOR GTS BARNIZ SD1",barniz sd1,K BARNEX EXTRA INCOLOR 2G GTS BARNIZ SD1,10374194,BARNIZ SD1,,validado_automatico,db:vw_inventario_agente,90.0,BARNIZ SD1,K BARNEX EXTRA INCOLOR GTS BARNIZ SD1.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> K BARNEX EXTRA INCOLOR GTS BARNIZ SD1"
ficha_tecnica,MADETEC 2K BAJO OLOR.pdf,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS",madetec 2k bajo olor,MADETEC BO 2K SELLA ALTA TRANS 28119 50G,10388059,MADETEC 2K BAJO OLOR,MADETEC,validado_con_revision,db:vw_inventario_agente,85.5,MADETEC 2K BAJO OLOR,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS"
ficha_tecnica,MADETEC BASE AGUA.pdf,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS",madetec base agua,MADETEC BO 2K SELLA ALTA TRANS 28119 50G,10388059,MADETEC BASE AGUA,MADETEC,validado_con_revision,db:vw_inventario_agente,85.5,MADETEC BASE AGUA,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS"
ficha_tecnica,MADETEC SELLADOR NITRO.pdf,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS",madetec sellador nitro,MADETEC BO 2K SELLA ALTA TRANS 28119 50G,10388059,MADETEC SELLADOR NITRO,MADETEC,validado_con_revision,db:vw_inventario_agente,85.5,MADETEC SELLADOR NITRO,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS"
ficha_tecnica,WASH PRIMER 509A-B.pdf,PINTULUX WASH PRIMER 509A.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 94.4) -> PINTULUX WASH PRIMER 509A",wash primer 509a-b,PQ PINTULUX WASH PRIMER 509A PT A 1 GL,5892199,WASH PRIMER 509A-B,PINTULUX,validado_automatico,backend_lookup,94.44,WASH PRIMER 509A B,PINTULUX WASH PRIMER 509A.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 94.4) -> PINTULUX WASH PRIMER 509A"
ficha_tecnica,VINILUX 2 EN 1.pdf,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS",vinilux 2 en 1,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,VINILUX 2 EN 1,PINTUCO,validado_con_revision,db:vw_inventario_agente,85.5,VINILUX 2 EN 1,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS"
ficha_tecnica,PRIMER 2K 5001.pdf,KITAUTOS PRIMER 2K 5001 GTIS B.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> KITAUTOS PRIMER 2K 5001 GTIS B",primer 2k 5001,KITAUTOS 4 GL PRIMER 2K 5001 GTIS 1 GL B,10350853,PRIMER 2K 5001,MEG,validado_automatico,db:vw_inventario_agente,90.0,PRIMER 2K 5001,KITAUTOS PRIMER 2K 5001 GTIS B.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> KITAUTOS PRIMER 2K 5001 GTIS B"
ficha_tecnica,POLIURETANO MADERAS P.pdf,POLIURETANO AUTO AZUL LAGO.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> POLIURETANO AUTO AZUL LAGO",poliuretano maderas p,POLIURETANO AUTO AZUL LAGO 653 1/4G,10379652,POLIURETANO MADERAS P,,validado_con_revision,db:vw_inventario_agente,85.5,POLIURETANO MADERAS P,POLIURETANO AUTO AZUL LAGO.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> POLIURETANO AUTO AZUL LAGO"
ficha_tecnica,POLIURETANO MADERA P.pdf,POLIURETANO AUTO AZUL LAGO.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> POLIURETANO AUTO AZUL LAGO",poliuretano madera p,POLIURETANO AUTO AZUL LAGO 653 1/4G,10379652,POLIURETANO MADERA P,,validado_con_revision,db:vw_inventario_agente,85.5,POLIURETANO MADERA P,POLIURETANO AUTO AZUL LAGO.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> POLIURETANO AUTO AZUL LAGO"
ficha_tecnica,AEROCOLOR PARA RINES.pdf,AEROCOLOR RINES BRILLANTE.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 85.7) -> AEROCOLOR RINES BRILLANTE",aerocolor para rines,PQ AEROCOLOR RINES BR NEGRO 0.3L,5893665,AEROCOLOR PARA RINES,AEROCOLOR,validado_con_revision,backend_lookup,85.71,AEROCOLOR PARA RINES,AEROCOLOR RINES BRILLANTE.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (backend_lookup, score 85.7) -> AEROCOLOR RINES BRILLANTE"
ficha_tecnica,PINTULACA.pdf,PINTULACA.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",pintulaca,KIT PINTULACA BLANCAG-REMOVED1020 1/4,10284456,PINTULACA,PINTUCO,revisar_manual,db:vw_inventario_agente,90.0,PINTULACA,KIT PINTULACA BLANCAG REMOVED1020.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,primer-epoxi-zinc.pdf,EPOXY ZINC PRIMER.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",primer epoxi zinc,F KIT PRIMER EPOXI ZINC CAFE 110055 2G Y,F51019826,EPOXY ZINC PRIMER,,revisar_manual,db:vw_inventario_agente,90.0,PRIMER EPOXI ZINC,F KIT PRIMER EPOXI ZINC CAFE 110055 Y.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,PINTUCO FLEX.pdf,PINTUCO FLEX.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",pintuco flex,F KIT PAG2 LLEV3 PINTUCO FLEX PROFES NEG,F51019913,PINTUCO FLEX,PINTUCO,revisar_manual,db:vw_inventario_agente,90.0,PINTUCO FLEX,F KIT PAG2 LLEV3 PINTUCO FLEX PROFES NEG.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,ALTA TEMPERATURA NEGRA 901.pdf,ALTAS TEMPERATURAS.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 90.0) -> ALTAS TEMPERATURAS",alta temperatura negra 901,ALTAS TEMPERATURAS 901 UEA750/3.7L/AA7,5890596,ALTA TEMPERATURA 901,,validado_automatico,backend_lookup,90.0,ALTA TEMPERATURA 901,ALTAS TEMPERATURAS.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 90.0) -> ALTAS TEMPERATURAS"
ficha_tecnica,TINTE PARA MADERA.pdf,TINTE PARA MADERA WENGUE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> TINTE PARA MADERA WENGUE",tinte para madera,TINTE PARA MADERA WENGUE 1/16G,10127678,TINTE PARA MADERA,,validado_automatico,db:vw_inventario_agente,90.0,TINTE PARA MADERA,TINTE PARA MADERA WENGUE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> TINTE PARA MADERA WENGUE"
ficha_tecnica,THINNER LIMPIADOR 21241.pdf,KORAZA LADRILLO LIMPIADOR INCOLO.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA LADRILLO LIMPIADOR INCOLO",thinner limpiador 21241,KORAZA LADRILLO LIMPIADOR INCOLO 2801 1G,10290104,THINNER LIMPIADOR 21241,,validado_con_revision,db:vw_inventario_agente,85.5,THINNER LIMPIADOR 21241,KORAZA LADRILLO LIMPIADOR INCOLO.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA LADRILLO LIMPIADOR INCOLO"
ficha_tecnica,PINTURA ANTIGRAFFITI.pdf,SET PINTURA ANTIGRAFFITI.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SET PINTURA ANTIGRAFFITI",pintura antigraffiti,P7 SET PINTURA ANTIGRAFFITI 2024 3.79 L,5890251,PINTURA ANTIGRAFFITI,,validado_automatico,db:vw_inventario_agente,90.0,PINTURA ANTIGRAFFITI,SET PINTURA ANTIGRAFFITI.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SET PINTURA ANTIGRAFFITI"
ficha_tecnica,ANTICORROSIVO ROJO 10050 - 545.pdf,ANTICORROSIVO ROJO 310 250CC.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 88.5) -> ANTICORROSIVO ROJO 310 250CC",anticorrosivo rojo 10050,ANTICORROSIVO ROJO 310 250CC,10017044,ANTICORROSIVO ROJO 10050,,validado_con_revision,db:vw_inventario_agente,88.46,ANTICORROSIVO ROJO 10050,ANTICORROSIVO ROJO 310 250CC.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 88.5) -> ANTICORROSIVO ROJO 310 250CC"
